Title,Complete Path,Folder Name,Extension,Format,Format Profile,Codec ID,File Size (MB),File Size (GB),Duration,Duration Formatted,Overall Bitrate (kbps),Overall Bitrate (Mbps),Recorded Date,Writing Application,Video Codec,Video Bitrate (kbps),Video Bitrate (Mbps),Resolution,Aspect Ratio,Frame Rate (FPS),Color Space,Chroma Subsampling,Video Bit Depth,Scan Type,Encoding Library,HDR Format,Color Range,Color Primaries,Transfer Characteristics,Matrix Coefficients,Maximum Content Light Level (cd/m²),Maximum Frame-Average Light Level (cd/m²),Number of Audio Tracks,Audio Track 1 Codec,Audio Track 1 Bitrate (kbps),Audio Track 1 Channels,Audio Track 1 Language,Audio Track 1 Default,Audio Track 1 Forced,Subtitles Info,TMDB Genre(s),TMDB Rating,Polish Title,Source Directory,Audio Track 2 Codec,Audio Track 2 Bitrate (kbps),Audio Track 2 Channels,Audio Track 2 Language,Audio Track 2 Default,Audio Track 2 Forced,Audio Track 3 Codec,Audio Track 3 Bitrate (kbps),Audio Track 3 Channels,Audio Track 3 Language,Audio Track 3 Default,Audio Track 3 Forced,index,Audio Tracks,Subtitles,Audio Track 4 Codec,Audio Track 4 Bitrate (kbps),Audio Track 4 Channels,Audio Track 4 Language,Audio Track 4 Default,Audio Track 4 Forced
Andrea Bocelli - Cinema [2016],\\192.168.50.135\Nowy1\MEDIA\Concert\Andrea Bocelli - Cinema [2016]\Andrea Bocelli - Cinema [2016].mp4,Andrea Bocelli - Cinema [2016],.mp4,MPEG-4,Base Media,isom,3249.84,3.17,4816032,01:20:16,5660.59,5.661,2016,Lavf60.3.100,AVC,5430.49,5.43,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,Muzyczny,7.5,Andrea Bocelli - Cinema,Concert,,,,,,,,,,,,,30,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Andre Rieu - Falling in Love [2016],\\192.168.50.135\Nowy1\MEDIA\Concert\André Rieu\Andre Rieu - Falling in Love [2016]\Andre Rieu - Falling in Love [2016].mp4,Andre Rieu - Falling in Love [2016],.mp4,MPEG-4,Base Media,isom,4429.21,4.33,9113312,02:31:53,4076.99,4.077,2016,Lavf60.3.100,AVC,3845.38,3.845,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,31,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
André Rieu - André and Friends – Live In Maastricht [2013],\\192.168.50.135\Nowy1\MEDIA\Concert\André Rieu\André Rieu - André and Friends – Live In Maastricht [2013]\André Rieu - André and Friends – Live In Maastricht [2013].mp4,André Rieu - André and Friends – Live In Maastricht [2013],.mp4,MPEG-4,Base Media,isom,7890.1,7.71,9404832,02:36:44,7037.55,7.038,2013,Lavf60.3.100,AVC,6806.19,6.806,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,it,Yes,,,,,,Concert,,,,,,,,,,,,,32,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'it', 'Default': 'Yes', 'Forced': None}]",,,,,,,
"André Rieu - André Rieu at Schönbrunn, Vienna [2010]","\\192.168.50.135\Nowy1\MEDIA\Concert\André Rieu\André Rieu - André Rieu at Schönbrunn, Vienna [2010]\André Rieu - André Rieu at Schönbrunn, Vienna [2010].mp4","André Rieu - André Rieu at Schönbrunn, Vienna [2010]",.mp4,MPEG-4,Base Media,isom,4295.1,4.19,8942496,02:29:02,4029.07,4.029,2010,Lavf60.3.100,AVC,3797.63,3.798,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,it,Yes,,,,,,Concert,,,,,,,,,,,,,33,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'it', 'Default': 'Yes', 'Forced': None}]",,,,,,,
André Rieu - Home For Christmas [2012],\\192.168.50.135\Nowy1\MEDIA\Concert\André Rieu\André Rieu - Home For Christmas [2012]\André Rieu - Home For Christmas [2012].mp4,André Rieu - Home For Christmas [2012],.mp4,MPEG-4,Base Media,isom,10699.11,10.45,7023328,01:57:03,12778.93,12.779,2012,Lavf60.3.100,AVC,12131.25,12.131,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,640000.0,6.0,en,Yes,,"en, pl",,,,Concert,,,,,,,,,,,,,34,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]","['en', 'pl']",,,,,,
André Rieu And His Johann Strauss Orchestra - The Magic Of Maastricht - 30 Years Of The Johann Strauss Orchestra,\\192.168.50.135\Nowy1\MEDIA\Concert\André Rieu\André Rieu - The Magic Of Maastricht - 30 Years Of The Johann Strauss Orchestra [2017]\André Rieu And His Johann Strauss Orchestra - The Magic Of Maastricht - 30 Years Of The Johann Strauss Orchestra.mp4,André Rieu - The Magic Of Maastricht - 30 Years Of The Johann Strauss Orchestra [2017],.mp4,MPEG-4,Base Media,isom,7550.7,7.37,8259488,02:17:39,7668.74,7.669,2017,Lavf60.3.100,AVC,7021.44,7.021,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,640000.0,6.0,en,Yes,,"en, pl",,,,Concert,,,,,,,,,,,,,35,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]","['en', 'pl']",,,,,,
André Rieu And His Johann Strauss Orchestra - Live In Brazil [2012],\\192.168.50.135\Nowy1\MEDIA\Concert\André Rieu\André Rieu And His Johann Strauss Orchestra - Live In Brazil [2012]\André Rieu And His Johann Strauss Orchestra - Live In Brazil [2012].mp4,André Rieu And His Johann Strauss Orchestra - Live In Brazil [2012],.mp4,MPEG-4,Base Media,isom,5162.34,5.04,5675776,01:34:35,7629.77,7.63,2013,Lavf60.3.100,AVC,7397.98,7.398,1920x1080,1.778,29.97,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,de,Yes,,en,,,,Concert,,,,,,,,,,,,,36,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'de', 'Default': 'Yes', 'Forced': None}]","['en', 'en']",,,,,,
André Rieu And His Johann Strauss Orchestra - Love In Maastricht [2015],\\192.168.50.135\Nowy1\MEDIA\Concert\André Rieu\André Rieu And His Johann Strauss Orchestra - Love In Maastricht [2015]\André Rieu And His Johann Strauss Orchestra - Love In Maastricht [2015].mp4,André Rieu And His Johann Strauss Orchestra - Love In Maastricht [2015],.mp4,MPEG-4,Base Media,isom,7279.78,7.11,8159296,02:15:59,7484.38,7.484,2015,Lavf60.3.100,AVC,6836.62,6.837,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,640000.0,6.0,en,Yes,,"en, pl",,,,Concert,,,,,,,,,,,,,37,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]","['en', 'pl']",,,,,,
André Rieu And His Johann Strauss Orchestra - Love In Venice [2015],\\192.168.50.135\Nowy1\MEDIA\Concert\André Rieu\André Rieu And His Johann Strauss Orchestra - Love In Venice [2015]\André Rieu And His Johann Strauss Orchestra - Love In Venice [2015].mp4,André Rieu And His Johann Strauss Orchestra - Love In Venice [2015],.mp4,MPEG-4,Base Media,isom,9280.74,9.06,9600864,02:40:00,8108.91,8.109,2015,Lavf60.3.100,AVC,7461.32,7.461,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,640000.0,6.0,en,Yes,,"en, pl",,,,Concert,,,,,,,,,,,,,38,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 640000.0, 'Channels': 6, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]","['en', 'pl']",,,,,,
Blondie - Live at The Enmore Theatre [2010],\\192.168.50.135\Nowy1\MEDIA\Concert\Blondie - Live at The Enmore Theatre [2010]\Blondie - Live at The Enmore Theatre [2010].mp4,Blondie - Live at The Enmore Theatre [2010],.mp4,MPEG-4,Base Media,isom,985.03,0.96,4596384,01:16:36,1797.72,1.798,2010,Lavf60.3.100,AVC,1567.39,1.567,960x540,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,39,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Bryan Adams - Live at Wembley Stadium [1996],\\192.168.50.135\Nowy1\MEDIA\Concert\Bryan Adams\Bryan Adams - Live at Wembley Stadium [2016]\Bryan Adams - Live at Wembley Stadium [1996].mp4,Bryan Adams - Live at Wembley Stadium [2016],.mp4,MPEG-4,Base Media,isom,2462.06,2.4,8572320,02:22:52,2409.3,2.409,2016,Lavf60.3.100,AVC,2179.67,2.18,960x540,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,,,,,Concert,,,,,,,,,,,,,40,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Bryan Adams - Live In Lisbon [2005],\\192.168.50.135\Nowy1\MEDIA\Concert\Bryan Adams\Bryan Adams - Live In Lisbon [2005]\Bryan Adams - Live In Lisbon [2005].mp4,Bryan Adams - Live In Lisbon [2005],.mp4,MPEG-4,Base Media,isom,2337.45,2.28,7005280,01:56:45,2799.03,2.799,2005,Lavf60.3.100,AVC,2569.21,2.569,960x540,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,,,,,Concert,,,,,,,,,,,,,41,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Bryan Ferry - Dylanesque [2007],\\192.168.50.135\Nowy1\MEDIA\Concert\Bryan Ferry\Bryan Ferry - Dylanesque [2007]\Bryan Ferry - Dylanesque [2007].mp4,Bryan Ferry - Dylanesque [2007],.mp4,MPEG-4,Base Media,isom,521.42,0.51,2901632,00:48:21,1507.42,1.507,2007,Lavf60.3.100,AVC,1277.49,1.277,960x540,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,42,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Bryan Ferry - Live in Lyon [2011],\\192.168.50.135\Nowy1\MEDIA\Concert\Bryan Ferry\Bryan Ferry - Live in Lyon [2011]\Bryan Ferry - Live in Lyon [2011].mp4,Bryan Ferry - Live in Lyon [2011],.mp4,MPEG-4,Base Media,isom,4507.75,4.4,5947392,01:39:07,6358.03,6.358,2013,Lavf60.3.100,AVC,6126.43,6.126,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,43,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Celine Dion - Taking Chances World Tour [2010],\\192.168.50.135\Nowy1\MEDIA\Concert\Celine Dion\Celine Dion - Taking Chances World Tour [2010]\Celine Dion - Taking Chances World Tour [2010].mp4,Celine Dion - Taking Chances World Tour [2010],.mp4,MPEG-4,Base Media,isom,2978.21,2.91,6139296,01:42:19,4069.37,4.069,2010,Lavf60.3.100,AVC,3839.46,3.839,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,44,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Céline Dion - Une Seule Fois [2013],\\192.168.50.135\Nowy1\MEDIA\Concert\Celine Dion\Céline Dion - Une Seule Fois [2013]\Céline Dion - Une Seule Fois [2013].mp4,Céline Dion - Une Seule Fois [2013],.mp4,MPEG-4,Base Media,isom,5713.0,5.58,6823840,01:53:43,7023.04,7.023,2013,Lavf60.3.100,AVC,6791.57,6.792,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,fr,Yes,,en,Muzyczny,7.0,Celine... une seule fois,Concert,,,,,,,,,,,,,45,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'fr', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Chris De Burgh - Beautiful Dreams_ Live [1995],\\192.168.50.135\Nowy1\MEDIA\Concert\Chris De Burgh - Beautiful Dreams_ Live [1995]\Chris De Burgh - Beautiful Dreams_ Live [1995].mp4,Chris De Burgh - Beautiful Dreams_ Live [1995],.mp4,MPEG-4,Base Media,isom,788.95,0.77,5425632,01:30:25,1219.8,1.22,2005,Lavf60.3.100,AVC,989.92,0.99,960x540,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,46,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Chris Isaak - Christmas_ A Soundstage Special Event [2004],\\192.168.50.135\Nowy1\MEDIA\Concert\Chris Isaak - Christmas_ A Soundstage Special Event [2004]\Chris Isaak - Christmas_ A Soundstage Special Event [2004].mp4,Chris Isaak - Christmas_ A Soundstage Special Event [2004],.mp4,MPEG-4,Base Media,isom,1957.5,1.91,3342784,00:55:42,4912.27,4.912,2004,Lavf60.3.100,AVC,4680.83,4.681,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,47,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Culture Club - Live In Sydney [1984],\\192.168.50.135\Nowy1\MEDIA\Concert\Culture Club - Live In Sydney [1984]\Culture Club - Live In Sydney [1984].mp4,Culture Club - Live In Sydney [1984],.mp4,MPEG-4,Base Media,isom,897.0,0.88,4397152,01:13:17,1711.24,1.711,2006,Lavf60.3.100,AVC,1480.86,1.481,960x540,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,48,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Elton John - Elton 60_ Live At Madison Square Garden [2007],\\192.168.50.135\Nowy1\MEDIA\Concert\Elton John\Elton John - Elton 60_ Live At Madison Square Garden [2007]\Elton John - Elton 60_ Live At Madison Square Garden [2007].mp4,Elton John - Elton 60_ Live At Madison Square Garden [2007],.mp4,MPEG-4,Base Media,isom,7822.1,7.64,11890880,03:18:10,5518.22,5.518,2007,Lavf60.3.100,AVC,5287.38,5.287,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,,,,,Concert,,,,,,,,,,,,,49,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Elton John - The Red Piano [2008],\\192.168.50.135\Nowy1\MEDIA\Concert\Elton John\Elton John - The Red Piano [2008]\Elton John - The Red Piano [2008].mp4,Elton John - The Red Piano [2008],.mp4,MPEG-4,Base Media,isom,3783.3,3.69,5905952,01:38:25,5373.67,5.374,2008,Lavf60.3.100,AVC,5143.72,5.144,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,50,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Eric Clapton - Slowhand at 70 Live at the Royal Albert Hall [2015],\\192.168.50.135\Nowy1\MEDIA\Concert\Eric Clapton - Slowhand at 70 Live at the Royal Albert Hall [2015]\Eric Clapton - Slowhand at 70 Live at the Royal Albert Hall [2015].mp4,Eric Clapton - Slowhand at 70 Live at the Royal Albert Hall [2015],.mp4,MPEG-4,Base Media,isom,6580.04,6.43,6376192,01:46:16,8656.8,8.657,2015,Lavf60.3.100,AVC,8424.96,8.425,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,,,,,Concert,,,,,,,,,,,,,51,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Eros Ramazzotti - Viña del Mar [2016],\\192.168.50.135\Nowy1\MEDIA\Concert\Eros Ramazzotti - Viña del Mar [2016]\Eros Ramazzotti - Viña del Mar [2016].mp4,Eros Ramazzotti - Viña del Mar [2016],.mp4,MPEG-4,Base Media,isom,2509.98,2.45,4994240,01:23:14,4215.9,4.216,2016,Lavf60.3.100,AVC,3985.4,3.985,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,es,Yes,,,,,,Concert,,,,,,,,,,,,,52,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'es', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Frank Sinatra - Concert For the Americas [1982],\\192.168.50.135\Nowy1\MEDIA\Concert\Frank Sinatra - Concert For the Americas [1982]\Frank Sinatra - Concert For the Americas [1982].mp4,Frank Sinatra - Concert For the Americas [1982],.mp4,MPEG-4,Base Media,isom,877.73,0.86,5171520,01:26:11,1423.74,1.424,1982,Lavf60.3.100,AVC,1193.15,1.193,960x540,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,53,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Genesis Three Sides Live [1981],\\192.168.50.135\Nowy1\MEDIA\Concert\Genesis Three Sides Live [1981]\Genesis Three Sides Live [1981].mp4,Genesis Three Sides Live [1981],.mp4,MPEG-4,Base Media,isom,4094.6,4.0,4993120,01:23:13,6879.07,6.879,1982,Lavf60.3.100,AVC,6649.27,6.649,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,54,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
George Michael - Live in London [2009],\\192.168.50.135\Nowy1\MEDIA\Concert\George Michael - Live in London [2009]\George Michael - Live in London [2009].mp4,George Michael - Live in London [2009],.mp4,MPEG-4,Base Media,isom,10813.04,10.56,8012448,02:13:32,11320.68,11.321,2009,Lavf60.3.100,AVC,11089.75,11.09,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,es,Yes,,en,,,,Concert,,,,,,,,,,,,,55,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'es', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
George Michael - Private concert,\\192.168.50.135\Nowy1\MEDIA\Concert\George Michael - Private concert\George Michael - Private concert.mp4,George Michael - Private concert,.mp4,MPEG-4,Base Media,isom,59.89,0.06,372332,00:06:12,1349.42,1.349,,Lavf58.45.100,AVC,1159.13,1.159,1280x720,1.778,29.97,YUV,4:2:0,8.0,Progressive,x264 - core 155 r2901 7d0ff22,,Limited,BT.709,BT.709,BT.709,,,1,AAC,127999.0,2.0,,Yes,,,,,,Concert,,,,,,,,,,,,,56,"[{'Codec': 'AAC', 'Bitrate (kbps)': 127999.0, 'Channels': 2, 'Language': None, 'Default': 'Yes', 'Forced': None}]",,,,,,,
INXS - Live Baby Live [1991],\\192.168.50.135\Nowy1\MEDIA\Concert\INXS - Live Baby Live [1991]\INXS - Live Baby Live [1991].mp4,INXS - Live Baby Live [1991],.mp4,MPEG-4,Base Media,isom,2636.85,2.58,5905952,01:38:25,3745.29,3.745,2020,Lavf60.3.100,AVC,3515.53,3.516,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,57,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Joe Cocker - Across From Midnight Tour Live in Berlin [1997],\\192.168.50.135\Nowy1\MEDIA\Concert\Joe Cocker - Across From Midnight Tour Live in Berlin [1997]\Joe Cocker - Across From Midnight Tour Live in Berlin [1997].mp4,Joe Cocker - Across From Midnight Tour Live in Berlin [1997],.mp4,MPEG-4,Base Media,isom,620.98,0.61,3629152,01:00:29,1435.37,1.435,2007,Lavf60.3.100,AVC,1204.21,1.204,960x540,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,58,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Kylie Minogue - Aphrodite Les Folies Live in London [2011],\\192.168.50.135\Nowy1\MEDIA\Concert\Kylie Minogue\Kylie Minogue - Aphrodite Les Folies Live in London [2011]\Kylie Minogue - Aphrodite Les Folies Live in London [2011].mp4,Kylie Minogue - Aphrodite Les Folies Live in London [2011],.mp4,MPEG-4,Base Media,isom,4165.32,4.07,7222240,02:00:22,4838.01,4.838,2011,Lavf60.3.100,AVC,4606.64,4.607,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,,Muzyczny,8.2,Kylie Minogue: Aphrodite Les Folies - Live in London,Concert,,,,,,,,,,,,,59,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
Kylie Minogue - Body Language [2003],\\192.168.50.135\Nowy1\MEDIA\Concert\Kylie Minogue\Kylie Minogue - Body Language [2003]\Kylie Minogue - Body Language [2003].mp4,Kylie Minogue - Body Language [2003],.mp4,MPEG-4,Base Media,isom,1096.11,1.07,3763104,01:02:43,2443.41,2.443,2004,Lavf60.3.100,AVC,2212.13,2.212,960x540,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,60,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Kylie Minogue - Live at iTunes Festival [2007],\\192.168.50.135\Nowy1\MEDIA\Concert\Kylie Minogue\Kylie Minogue - Live at iTunes Festival [2007]\Kylie Minogue - Live at iTunes Festival [2007].mp4,Kylie Minogue - Live at iTunes Festival [2007],.mp4,MPEG-4,Base Media,isom,3552.98,3.47,5493600,01:31:33,5425.33,5.425,2014,Lavf60.3.100,AVC,5195.19,5.195,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,61,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Kylie Minogue - Showgirl [2005],\\192.168.50.135\Nowy1\MEDIA\Concert\Kylie Minogue\Kylie Minogue - Showgirl [2005]\Kylie Minogue - Showgirl [2005].mp4,Kylie Minogue - Showgirl [2005],.mp4,MPEG-4,Base Media,isom,1820.87,1.78,6532160,01:48:52,2338.36,2.338,2005,Lavf60.3.100,AVC,2108.02,2.108,960x540,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,en,,,,Concert,,,,,,,,,,,,,62,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",['en'],,,,,,
Michael Buble - Meets Madison Square Garden [2009],\\192.168.50.135\Nowy1\MEDIA\Concert\Michael Bublé\Michael Buble - Meets Madison Square Garden [2009]\Michael Buble - Meets Madison Square Garden [2009].mp4,Michael Buble - Meets Madison Square Garden [2009],.mp4,MPEG-4,Base Media,isom,4960.56,4.84,3676160,01:01:16,11319.47,11.319,2009,Lavf60.3.100,AVC,11087.27,11.087,1920x1080,1.778,25.0,YUV,4:2:0,8.0,Progressive,,,Limited,BT.709,BT.709,BT.709,,,1,E-AC-3,224000.0,2.0,en,Yes,,,,,,Concert,,,,,,,,,,,,,63,"[{'Codec': 'E-AC-3', 'Bitrate (kbps)': 224000.0, 'Channels': 2, 'Language': 'en', 'Default': 'Yes', 'Forced': None}]",,,,,,,
